"Effective Date","Securities Code","Securities Name","Securities Name(Eng.)","Exchange","CSRC Industry Code","CSRC Industry Name","CSRC Industry Name(Eng.)","CSRC Industry Code(Full)","CSRC Industry Name(Full)","CSRC Industry Name(Full)(Eng.)"
2016-03-25,600010,包钢股份,Inner Mongolia Baotou Steel Union Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600019,宝钢股份,Baoshan Iron &Steel Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600022,山东钢铁,SHANDONG IRON AND STEEL COMPANY LTD,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600117,西宁特钢,Xining Special Steel Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600126,杭钢股份,Hang Zhou Iron & Steel Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600231,凌钢股份,Lingyuan Iron & Steel Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600282,南钢股份,Nanjing Iron & Steel Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600295,鄂尔多斯,"Inner Mongolia Eerduosi Resources Co.,Ltd.",Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600307,酒钢宏兴,Gansu Jiu Steel Group Hongxing Iron & Steel Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600390,金瑞科技,Kingray New Materials Science & Technology Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600399,抚顺特钢,Fushun Special Steel Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600408,安泰集团,Shanxi Antai Group Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600507,方大特钢,"Fangda Special Steel Technology Co.,Ltd",Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600569,安阳钢铁,Anyang Iron & Steel Inc,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600581,八一钢铁,Xinjiang Ba Yi Iron & Steel Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600608,*ST沪科,"Shanghai Broadband Technology Co.,Ltd",Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600782,新钢股份,"Xinyu Iron & Steel Co.,Ltd.",Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,600808,马钢股份,Maanshan Iron and Steel Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,601003,柳钢股份,Liuzhou Iron & Steel Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,601005,重庆钢铁,Chongqing Iron & Steel Co Ltd,Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,900936,鄂资B股,"Inner Mongolia Eerduosi Resources Co.,Ltd.",Shanghai,C,制造业,Manufacturing,31,黑色金属冶炼及压延加工业,Ferrous metal foundries and presses
2016-03-25,000060,中金岭南,Shenzhen Zhongjin Lingnan Nonfemet Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,000612,焦作万方,Jiaozuo Wanfang Aluminium Manufacturing Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,000630,铜陵有色,Tongling Nonferrous Metals Group Co. Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,000657,中钨高新,China Tungsten and Hightech Materials Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,000751,锌业股份,Huludao Zinc Industry Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,000807,云铝股份,Yunnan Aluminium Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,000831,五矿稀土,"China Minmetals Rare Earth Co., Ltd.",Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,000878,云南铜业,Yunnan Copper Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,000933,神火股份,Henan Shen Huo Coal Industry and Electricity Power Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,000960,锡业股份,Yunnan Tin Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,000962,东方钽业,Ningxia Orient Tantalum Industry Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002082,栋梁新材,Zhe Jiang Dongliang New Building Materials Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002114,罗平锌电,Yunnan Luoping Zinc & Electricity Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002149,西部材料,Western Metal Materials Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002160,常铝股份,Jiangsu Alcha Aluminum Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002171,楚江新材,"Anhui Truchum Advanced Materials and Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002182,云海金属,Nanjing Yunhai Special Metals Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002203,海亮股份,Zhejiang Hailiang Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002237,恒邦股份,Shandong Humon Smelting Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002295,精艺股份,Guangdong Jingyi Metal Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002333,罗普斯金,Suzhou Lopsking Aluminum Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002378,章源钨业,Chongyi Zhangyuan Tungsten Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002379,鲁丰环保,"Loften Environmental Technology Co., Ltd",Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002428,云南锗业,Yunnan Lincang Xinyuan Germanium Industrial Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002460,赣锋锂业,Ganfeng Lithium Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002501,利源精制,"Jilin Liyuan Precision Manufacturing Co., Ltd.",Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002540,亚太科技,Jiangsu Asia-Pacific Light Alloy Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002578,闽发铝业,Fujian Minfa Aluminium Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,002716,金贵银业,"CHENZHOU CITY JINGUI SILVER INDUSTRY CO., LTD",Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,300034,钢研高纳,Beijing Cisri-Gaona Materials & Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,300057,万顺股份,Shantou Wanshun Package Material Co Ltd,Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,300337,银邦股份,"Yinbang Clad Material Co., Ltd.",Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,300428,四通新材,"Hebei Sitong New Metal Material Co., Ltd",Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,300489,中飞股份,"Harbin ZhongFei New Technology CO.,LTD",Shenzhen,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600110,诺德股份,"Nuode Investment Co.,Ltd.",Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600111,北方稀土,"China Northern Rare Earth (Group) High-Tech Co.,Ltd",Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600206,有研新材,"GRINM ADVANCED MATERIALS CO., LTD.",Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600219,南山铝业,"Shandong Nanshan Aluminium Co., Ltd.",Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600255,鑫科材料,Anhui Xinke New Materials Co Ltd,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600331,宏达股份,Sichuan Hongda Co Ltd,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600338,西藏珠峰,Tibet Summit Industry Co Ltd,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600362,江西铜业,Jiangxi Copper Co Ltd,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600392,盛和资源,"Shenghe Resources Holding Co.,Ltd.",Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600432,吉恩镍业,Ji Lin Ji En Nickel Industry Co Ltd,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600456,宝钛股份,Baoji Titanium Industry Co Ltd,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600459,贵研铂业,Sino-Platinum Metals Co Ltd,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600490,鹏欣资源,"Pengxin International Mining Co., Ltd",Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600531,豫光金铅,Henan Yuguang Gold & Lead Co Ltd,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600549,厦门钨业,Xiamen Tungsten Co Ltd,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600595,中孚实业,Henan Zhongfu Industry Co Ltd,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600614,鼎立股份,"Shanghai Dingli Technology Development (Group) Co.,Ltd",Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600768,宁波富邦,Ningbo Fubang Jingye Group Co Ltd,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,600961,株冶集团,"Zhuzhou Smelter Group Co.,Ltd.",Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,601137,博威合金,Ningbo Powerway Alloy Material Co Ltd,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,601388,怡球资源,Yechiu Metal Recycling (China) Ltd.,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,601600,中国铝业,Aluminum Corporation of China Limited,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,601677,明泰铝业,Henan Mingtai AL.Industrial Co Ltd,Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,603399,新华龙,"JINZHOU NEW CHINA DRAGON MOLYBDENUM CO.,LTD.",Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,603799,华友钴业,"ZHEJIANG HUAYOU COBALT CO., LTD.",Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,900907,鼎立B股,"Shanghai Dingli Technology Development (Group) Co.,Ltd",Shanghai,C,制造业,Manufacturing,32,有色金属冶炼及压延加工业,Non-ferrous metal foundries and presses
2016-03-25,000039,中集集团,China International Marine Containers (Group) Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,000055,方大集团,China Fangda Group Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,000778,新兴铸管,Xinxing Ductile Iron Pipes Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,000890,法 尔 胜,Jiangsu Fasten Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,000969,安泰科技,Advanced Technology & Materials Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002026,山东威达,Shandong Weida Machinery Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002032,苏泊尔,"Zhejiang Supor Co.,Ltd",Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002084,海鸥卫浴,Guangzhou Seagull Kitchen and Bath Products Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002132,恒星科技,Henan Hengxing Science & Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002150,通润装备,Jiangsu Tongrun Equipment Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002318,久立特材,Zhejiang Jiuli Hi-tech Metals Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002342,巨力索具,Juli Sling Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002352,鼎泰新材,Maanshan Dingtai Rare Earth & New Materials Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002359,齐星铁塔,Shandong Qixing Iron Tower Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002374,丽鹏股份,Shandong Lipeng Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002384,东山精密,Suzhou Dongshan Precision Manufacturing Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002403,爱仕达,Zhejiang Aishida Electric Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002443,金洲管道,Zhejiang Kingland Pipeline and Technologies Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002444,巨星科技,Hangzhou Great Star Industrial Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002445,中南重工,Jiangyin Zhongnan Heavy Industries Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002478,常宝股份,Jiangsu Changbao Steeltube Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002487,大金重工,Dajin Heavy Industry Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002514,宝馨科技,Suzhou Boamax Technologies Group Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002541,鸿路钢构,Anhui Honglu Steel Construction (Group) Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002545,东方铁塔,Qingdao East Steel Tower Stock Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002547,春兴精工,Suzhou Chunxing Precision Mechanical Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002615,哈尔斯,Zhejiang Haers Vacuum Containers Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002652,扬子新材,"SUZHOU YANGTZE NEW MATERIALS CO., LTD.",Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002701,奥瑞金,"ORG Packaging Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002743,富煌钢构,"Anhui Fuhuang Steel Structure Co., Ltd.",Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002752,昇兴股份,"ShengXing Group Co., Ltd.",Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002760,凤形股份,"Anhui Fengxing Wear Resistant Materials Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,002787,华源包装,"SUZHOU HUAYUAN PACKAGING CO.,LTD.",Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,200055,方  大Ｂ,China Fangda Group Co Ltd,Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,300328,宜安科技,"Dongguan Eontec Co., Ltd.",Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,300345,红宇新材,"HONGYU WEAR-RESISTANT NEW MATERIALS CO., LTD.",Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,300464,星徽精密,"Guangdong SACA Precision Manufacturing Co., Ltd.",Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,300488,恒锋工具,"Est Tools Co., Ltd.",Shenzhen,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,600114,东睦股份,Ningbo Tongmuo New Material Group Co Ltd,Shanghai,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,600165,新日恒力,"Ningxia Xinri Hengli Steel Wire Co.,Ltd",Shanghai,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,600558,大西洋,"Atlantic China Welding Consumables,Inc",Shanghai,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,600615,丰华股份,Shanghai Fenghwa Group Co Ltd,Shanghai,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,600673,东阳光科,"GUANGDONG HEC TECHNOLOGY HOLDING CO., LTD",Shanghai,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,600992,贵绳股份,Guizhou Wire Rope Co Ltd,Shanghai,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,601028,玉龙股份,Jiangsu Yulong Steel Pipe Co Ltd,Shanghai,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,601700,风范股份,Changshu Fengfan Power Equipment Co Ltd,Shanghai,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,601968,宝钢包装,SHANGHAI BAOSTEEL PACKAGING COMPANY LTD.,Shanghai,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,603969,银龙股份,"SILVERY DRAGON PRESTRESSED MATERIALS CO., LTD. TIANJIN",Shanghai,C,制造业,Manufacturing,33,金属制品业,Metal products
2016-03-25,000404,华意压缩,Huayi Compressor Corp Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,000410,沈阳机床,Shenyang Machine Tool Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,000530,大冷股份,Dalian Refrigeration Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,000570,苏常柴Ａ,Changchai Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,000595,宝塔实业,"BAOTA INDUSTRY CO., LTD.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,000617,石油济柴,Jinan Diesel Engine Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,000678,襄阳轴承,Xiangyang Automobile Bearing Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,000757,浩物股份,"Sichuan Haowu Electromechanical Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,000777,中核科技,SUFA Technology Industry Co Ltd CNNC,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,000811,烟台冰轮,Yantai Moon Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,000816,智慧农业,"JIANGSU NONGHUA INTELLIGENT AGRICULTURE TECHNOLOGY CO.,LTD.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,000837,秦川机床,"Qinchuan Machine Tool & Tool Group Share Co., Ltd",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,000880,潍柴重机,"Weichai Heavy Machinery Co., Ltd.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,000903,云内动力,Kunming Yunnei Power Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002009,天奇股份,"Miracle Automation Engineering Co.,Ltd",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002011,盾安环境,Zhejiang Dun'an Artificial Environment Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002046,轴研科技,Luoyang Bearing Science & Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002050,三花股份,Zhejiang Sanhua Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002122,天马股份,"TIANMA BEARING GROUP CO., LTD.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002131,利欧股份,"LEO GROUP CO., LTD.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002147,方圆支承,Maanshan Fangyuan Slewing Ring Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002152,广电运通,GRG Banking Equipment Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002158,汉钟精机,Shanghai Hanbell Precise Machinery Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002164,宁波东力,"NINGBO DONLY CO., LTD.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002197,证通电子,"SZZT Electronics Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002202,金风科技,Xinjiang Goldwind Science & Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002248,华东数控,Weihai Huadong Automation Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002255,海陆重工,Suzhou Hailu Heavy Industry Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002266,浙富控股,"ZHEFU HOLDING GROUP CO., LTD",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002270,法因数控,Shandong Fin CNC Machine Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002272,川润股份,Sichuan Crun Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002282,博深工具,Bosun Tools Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002347,泰尔重工,"Taier Heavy Industry Co., Ltd.",Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002367,康力电梯,Canny Elevator Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002418,康盛股份,Zhe Jiang Kangsheng Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002438,江苏神通,Jiangsu Shentong Valve Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002468,艾迪西,Zhejiang IDC Fluid Control Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002472,双环传动,Zhejiang Shuanghuan Driveline Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
2016-03-25,002480,新筑股份,Chengdu Xinzhu Road & Bridge Machinery Co Ltd,Shenzhen,C,制造业,Manufacturing,34,通用设备制造业,Common machines manufacturing
