"Effective Date","Securities Code","Securities Name","Securities Name(Eng.)","Exchange","CSRC Industry Code","CSRC Industry Name","CSRC Industry Name(Eng.)","CSRC Industry Code(Full)","CSRC Industry Name(Full)","CSRC Industry Name(Full)(Eng.)"
2016-03-25,000050,深天马Ａ,Tianma Microelectronics Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000063,中兴通讯,ZTE Corporation,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000066,长城电脑,China Greatwall Computer Shenzhen Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000068,*ST华赛,"SHENZHEN HUAKONG SEG CO., LTD.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000100,TCL集团,TCL Corporation,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000413,东旭光电,"Dongxu Optoelectronic Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000536,华映科技,CPT Technology (Group) Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000547,航天发展,"Addsino Co., Ltd",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000561,烽火电子,Shaanxi Fenghuo Electronics Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000586,汇源通信,Sichuan Huiyuan Optical Communications Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000636,风华高科,Guangdong Fenghua Advanced Technology (Holding) Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000670,盈方微,"Infotmic Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000725,京东方A,BOE Technology Group Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000727,华东科技,Nanjing Huadong Electronics Information & Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000733,振华科技,China Zhenhua (Group) Science & Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000748,长城信息,Greatwall Information Industry Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000801,四川九洲,Sichuan Jiuzhou Electric Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000810,创维数字,"SKYWORTH DIGITAL CO., LTD.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000823,超声电子,Guangdong Goworld Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000938,紫光股份,"Unisplendour Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000970,中科三环,Beijing Zhong Ke San Huan High-Tech Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000977,浪潮信息,"Inspur Electronic Information Industry Co.,Ltd",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,000988,华工科技,Huagong Tech Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002017,东信和平,"Eastcompeace Techonlogy Co.,Ltd",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002025,航天电器,Guizhou Space Appliance Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002027,七喜控股,HEDY Holding Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002036,联创电子,"LianChuang Electronic Technology Co., Ltd",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002045,国光电器,Guoguang Electric Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002049,同方国芯,"Tongfang Guoxin Electronics Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002052,同洲电子,Shenzhen Coship Electronics Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002055,得润电子,Shenzhen Deren Electronic Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002079,苏州固锝,Suzhou Good-Ark Electronics Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002089,新海宜,"Suzhou New Sea Union Telecom Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002104,恒宝股份,Hengbao Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002106,莱宝高科,"Shenzhen Laibao High-Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002115,三维通信,Sunwave Communications Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002119,康强电子,Ningbo Kangqiang Electronics Co  Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002130,沃尔核材,Shenzhen Woer Heat-Shrinkable Material Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002134,天津普林,Tianjin Printronics Circuit Co,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002137,麦达数字,"SHENZHEN MINDATA HOLDING CO., LTD",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002138,顺络电子,Shenzhen Sunlord Electronics Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002151,北斗星通,Beijing Bdstar Navigation Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002156,通富微电,Nantong Fujitsu Microelectronics Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002161,远望谷,"Invengo Information Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002179,中航光电,China Aviation Optical-Electrical Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002180,艾派克,"Apex Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002185,华天科技,Tianshui Huatian Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002188,巴士在线,"Bus Online Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002189,利达光电,Lida Optical & Electronic Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002194,武汉凡谷,"Wuhan Fingu Electronic Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002199,东晶电子,Zhejiang East Crystal Electronic Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002214,大立科技,Zhejiang Dali Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002217,合力泰,"Holitech Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002222,福晶科技,Castech Inc.,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002231,奥维通信,Allwin Telecommunication Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002236,大华股份,Zhejiang Dahua Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002241,歌尔声学,GoerTek Inc,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002273,水晶光电,"Zhejiang Crystal-Optech Co., Ltd",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002281,光迅科技,Accelink Technologies Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002288,超华科技,Guangdong Chaohua Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002289,宇顺电子,"Shenzhen Success Electronics Co., Ltd",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002296,辉煌科技,Henan Splendor Science & Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002308,威创股份,Vtron Technologies Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002312,三泰控股,"Chengdu Santai Holding Group Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002313,日海通讯,Sunsea Telecommunications Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002351,漫步者,Edifier Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002362,汉王科技,Hanwang Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002369,卓翼科技,Shenzhen Zowee Tech. Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002371,七星电子,Beijing Sevenstar Electronics Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002376,新北洋,Shandong New Beiyang Information Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002383,合众思壮,Beijing UniStrong Science & Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002388,新亚制程,Shenzhen Sunyes Electronic Manufacturing Holding Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002389,南洋科技,Zhejiang Nanyang Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002396,星网锐捷,Fujian Star-net Communication Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002402,和而泰,Shenzhen H&T Intelligent Control Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002414,高德红外,Wuhan Guide Infrared Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002415,海康威视,Hangzhou Hikvision Digital Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002417,三元达,Fujian Sunnada Communication Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002426,胜利精密,Suzhou Victory Precision Manufacture Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002429,兆驰股份,Shenzhen MTC Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002436,兴森科技,Shenzhen Fastprint Circuit Tech Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002446,盛路通信,Guangdong Shenglu Telecommunication Tech Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002449,国星光电,Foshan NationStar Optoelectronics Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002456,欧菲光,Shenzhen O-film Tech Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002463,沪电股份,Wus Printed Circuit (Kunshan) Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002465,海格通信,Guangzhou Haige Communications Group Incorporated Company,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002475,立讯精密,"Luxshare Precision Industry Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002484,江海股份,Nantong Jianghai Capacitor Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002506,协鑫集成,"GCL System Integration Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002512,达华智能,Tatwah Smartech Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002519,银河电子,Jiangsu Yinhe Electronics Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002528,英飞拓,Shenzhen Infinova Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002577,雷柏科技,Shenzhen Rapoo Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002579,中京电子,Huizhou China Eagle Electronic Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002583,海能达,Hytera Communications Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002587,奥拓电子,Shenzhen Aoto Electronics Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002600,江粉磁材,JPMF Guangdong Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002618,丹邦科技,Shenzhen Danbond Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002635,安洁科技,Suzhou Anjie Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002636,金安国纪,Goldenmax International Technology Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002654,万润科技,"Shenzhen Mason Technologies Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002655,共达电声,"Shandong Gettop Acoustic Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002660,茂硕电源,"Moso Power Supply Technology Co., Ltd",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002681,奋达科技,"Shenzhen Fenda Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002729,好利来,"Hollyland (China) Electronics Technology Corp.,Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002745,木林森,"MLS Co.,LTD.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002766,索菱股份,"Shenzhen Soling Industrial Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,002782,可立克,"SHENZHEN CLICK TECHNOLOGY CO., LTD.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,200016,深康佳Ｂ,Konka Group Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,200020,深华发B,"Shenzhen Zhongheng Huafa Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,200045,深纺织Ｂ,Shenzhen Textile (Holdings) Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,200413,东旭B,"Dongxu Optoelectronic Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,200468,宁通信Ｂ,Nanjing Putian Telecommunications Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,200725,京东方B,BOE Technology Group Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300028,金亚科技,"Geeya Technology Co.,Ltd",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300038,梅泰诺,Beijing Miteno Communication Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300042,朗科科技,Netac Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300046,台基股份,Hubei Tech Semiconductors Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300053,欧比特,Zhuhai Orbita Control Engineering Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300065,海兰信,Beijing Highlander Digital Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300076,GQY视讯,Ningbo GQY Video & Telecom Joint-Stock Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300077,国民技术,Nationz Technologies Inc,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300078,思创医惠,Hangzhou Century Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300079,数码视讯,Sumavision Technologies Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300083,劲胜精密,"JANUS (Dongguan) Precision Components Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300088,长信科技,Wuhu Token Science Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300101,振芯科技,"Chengdu CORPRO Technology Co., Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300102,乾照光电,Xiamen Changelight Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300111,向日葵,Zhejiang Sunflower Light Energy Science & Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300114,中航电测,Zhonghang Electronic Measuring Instruments Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300115,长盈精密,Shenzhen Evenwin Precision Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300118,东方日升,Risen Energy Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300127,银河磁体,Chengdu Galaxy Magnets Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300128,锦富新材,Suzhou Jinfu New Material Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300134,大富科技,Shenzhen Tat Fook Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300136,信维通信,Shenzhen Sunway Communication Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300139,晓程科技,"Beijing XIAOCHENG Technology Stock Co., Ltd",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300155,安居宝,Guangdong Anjubao Digital Technology Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300162,雷曼股份,"Ledman Optoelectronic Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300177,中海达,Guangzhou Hi-Target Navigation Tech Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300205,天喻信息,Wuhan Tianyu Information Industry Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300211,亿通科技,Jiangsu Yitong High-tech Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300213,佳讯飞鸿,Beijing Jiaxun Feihong Electrical Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
2016-03-25,300219,鸿利光电,Guangzhou Hongli Opto-electronic Co Ltd,Shenzhen,C,制造业,Manufacturing,39,计算机、通信和其他电子设备制造业,Computer、Communications and other electronic equipment manufacturing
